step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,g_raw_x,g_raw_y,g_raw_z,g_raw_mag,g_eff_x,g_eff_y,g_eff_z,g_eff_mag,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,grav_power
100,1,0,0,6371999.11524527,0,0,-1.321106288955029,999.1152452696115,-1.321106288955029,0,0,-9.81689412709779,9.81689412709779,-0,-0,0.8926843749477097,0.8926843749477097,-0.09093348297233983,0.1107088314438684,2.602391089387315,0.3891747079856973,0.9962850647620971,79.38993010669317,80,109.6273753249644,1498567.199780076,-1415.19713015437
110,1.1,0,0,6371998.987803539,0,0,-1.23840831312811,998.9878035392612,-1.23840831312811,0,0,-9.816894522327093,9.816894522327093,-0,-0,0.7564981733126981,0.7564981733126981,-0.07706084358879006,0.0942405079096713,2.531579770689272,0.3617607399172531,0.9998305801558796,79.86983310817133,80,107.5353265469102,1498556.357242557,-1124.22435203601
120,1.2,0,0,6371998.867741499,0,0,-1.172292419266372,998.8677414990962,-1.172292419266372,0,0,-9.816894894306731,9.816894894306731,-0,-0,0.5838263791677278,0.5838263791677278,-0.05947159315175266,0.08023075855806688,2.413084864785575,0.2770693952251619,0.9996281733817214,79.80715400887338,80,106.0202653616189,1498545.691357974,-821.2982861592745
130,1.3,0,0,6371998.753345159,0,0,-1.123413109352348,998.7533451588824,-1.123413109352348,0,0,-9.81689524829779,9.81689524829779,-0,-0,0.4088449946212757,0.4088449946212757,-0.04164707723576533,0.06881017434404972,2.285096894629665,0.1734175556648365,0.9967182131256154,79.42666033211053,80,104.9652233003311,1498535.150624537,-551.1621919807577
140,1.4,0,0,6371998.642824548,0,0,-1.093387435633075,998.6428245482966,-1.093387435633075,0,0,-9.816895589765801,9.816895589765801,-0,-0,0.2053958129596669,0.2053958129596669,-0.02092268488357907,0.05977950665027239,2.170012278758612,0.07291942226880366,0.9876245721829883,78.88408597477593,80,104.2454398222886,1498524.695978149,-269.4926414660891
150,1.5,0,0,6371998.53409304,0,0,-1.086101164158509,998.5340930400416,-1.086101164158509,0,0,-9.81689592502048,9.81689592502048,0,0,-0.04254126079291565,0.04254126079291565,0.004333473749527084,0.05273221291021889,2.080038009895438,-0.01389186945461773,0.9707117027172019,78.27588392560435,80,103.7539709357548,1498514.299973378,55.44493544634769
160,1.6,0,0,6371998.42462698,0,0,-1.106075767056863,998.4246269799769,-1.106075767056863,0,0,-9.81689626169854,9.81689626169854,0,0,-0.3345186200833967,0.3345186200833967,0.03407580269423338,0.04716595365182513,2.020740506935699,-0.08374418900476233,0.9465082896155619,77.65531344966918,80,103.4093062077449,1498503.944473036,444.0035271642556
170,1.7,0,0,6371998.311470337,0,0,-1.15741491800932,998.3114703372121,-1.15741491800932,0,0,-9.816896608781846,9.816896608781846,0,0,-0.6654871276968546,0.6654871276968546,0.06778997011148447,0.04256911293128172,1.993239595265475,-0.1379903451264028,0.916219329773604,77.04196856024789,80,103.1536257481603,1498493.618153434,924.2936752074156
180,1.8,0,0,6371998.191269921,0,0,-1.244138389664275,998.1912699211389,-1.244138389664275,0,0,-9.816896976478597,9.816896976478597,0,0,-1.040113460098381,1.040113460098381,0.1059513472119047,0.03847343367698738,1.996044738284877,-0.1811601269137979,0.880079933627778,76.42589113250473,80,102.9478875600247,1498483.314397067,1552.854102377925
190,1.9,0,0,6371998.060200131,0,0,-1.371913720207509,998.060200130567,-1.371913720207509,0,0,-9.81689737640184,9.81689737640184,0,0,-1.486869887251994,1.486869887251994,0.1514602659314925,0.03447324603624418,2.026964368230624,-0.2205524737932443,0.8358466902163629,75.76549805026423,80,102.7670195393912,1498473.029686987,2447.828638181283
