step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,g_raw_x,g_raw_y,g_raw_z,g_raw_mag,g_eff_x,g_eff_y,g_eff_z,g_eff_mag,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,grav_power
220,2.2,0,0,6371995.304408638,0,0,-4.180096303032566,995.3044086378068,-4.180096303032566,0,0,-9.81690578119505,9.81690578119505,0,0,-1.603617506026948,1.603617506026948,0.16335264305977,0.2151278883099997,1.923319148903411,-1.218273504686382,0.7788007830714049,75,80,6500,1686145.46108813,8043.930730105858
230,2.3,0,0,6371994.877504017,0,0,-4.342565426433456,994.877504017204,-4.342565426433455,0,0,-9.816907091595697,9.816907091595697,0,0,-1.650038062431317,1.650038062431317,0.1680812548225014,0.19879566654273,1.921000974998464,-1.22059167859133,0.7788007830714049,75,80,6500,1685495.46108813,8598.477890656182
240,2.4,0,0,6371994.433992865,0,0,-4.512181410131018,994.4339928645641,-4.512181410131018,0,0,-9.816908452945553,9.816908452945553,0,0,-1.738183564741491,1.738183564741491,0.1770601786777334,0.18605489535467,1.880333539250188,-1.261259114339605,0.7788007830714049,75,80,6500,1684845.46108813,9411.599481866184
250,2.5,0,0,6371993.972989478,0,0,-4.691642248402133,993.9729894781485,-4.691642248402133,0,0,-9.816909867890605,9.816909867890605,0,0,-1.840875073617355,1.840875073617355,0.1875208286915759,0.1799031378441922,1.813546709692884,-1.328045943896909,0.7788007830714049,75,80,6500,1684195.46108813,10364.07272329629
260,2.6,0,0,6371993.493488921,0,0,-4.88092994289519,993.4934889208525,-4.88092994289519,0,0,-9.816911339527916,9.816911339527916,0,0,-1.931996631949787,1.931996631949787,0.196802901149833,0.1811740929135513,1.744572322884136,-1.397020330705657,0.7788007830714049,75,80,6500,1683545.46108813,11315.92825254765
270,2.7,0,0,6371992.994618819,0,0,-5.077757022259997,992.9946188190952,-5.077757022259997,0,0,-9.816912870616031,9.816912870616031,0,0,-1.992361318542212,1.992361318542212,0.2029519203033516,0.1882023347816947,1.695613805758919,-1.445978847830874,0.7788007830714049,75,80,6500,1682895.46108813,12140.07201132828
280,2.8,0,0,6371992.475819509,0,0,-5.278465140679995,992.4758195094764,-5.278465140679995,0,0,-9.816914462992186,9.816914462992186,0,0,-2.01301958523618,2.01301958523618,0.2050562417371429,0.197948419217539,1.67570274241862,-1.465889911171173,0.7788007830714049,75,80,6500,1682245.46108813,12750.78444981033
290,2.9,0,0,6371991.936922519,0,0,-5.479094328250733,991.9369225194678,-5.479094328250733,0,0,-9.816916117297557,9.816916117297557,0,0,-1.995661420125558,1.995661420125558,0.2032880179763553,0.207451522105942,1.681886410071857,-1.459706243517936,0.7788007830714049,75,80,6500,1681595.46108813,13121.3006017425
300,3,0,0,6371991.378125818,0,0,-5.676347840184472,991.378125817515,-5.676347840184472,0,0,-9.816917833023771,9.816917833023771,0,0,-1.950492671143603,1.950492671143603,0.1986868693738286,0.2146099487531079,1.705899811876504,-1.435692841713289,0.7788007830714049,75,80,6500,1680945.46108813,13286.00983336996
310,3.1,0,0,6371990.799888345,0,0,-5.868246492315532,990.7998883454129,-5.868246492315532,0,0,-9.816919608817742,9.816919608817742,0,0,-1.892488006244273,1.892488006244273,0.1927781912917372,0.2183384231334288,1.738725565926021,-1.402867087663772,0.7788007830714049,75,80,6500,1680295.46108813,13326.7033252706
320,3.2,0,0,6371990.202781388,0,0,-6.054371744911498,990.2027813876048,-6.054371744911498,0,0,-9.816921442932129,9.816921442932129,0,0,-1.837151393373961,1.837151393373961,0.1871412951660779,0.2184587916513632,1.772338692868537,-1.369253960721256,0.7788007830714049,75,80,6500,1679645.46108813,13347.35698460172
330,3.3,0,0,6371989.587338166,0,0,-6.235708303983841,989.5873381663114,-6.235708303983841,0,0,-9.816923333693637,9.816923333693637,0,0,-1.796844678547746,1.796844678547746,0.1830354192927857,0.2155193102960087,1.800175565318758,-1.341417088271035,0.7788007830714049,75,80,6500,1678995.46108813,13445.51913958723
340,3.4,0,0,6371988.953936731,0,0,-6.41418786484058,988.9539367314428,-6.41418786484058,0,0,-9.816925279877918,9.816925279877918,0,0,-1.778440732828488,1.778440732828488,0.1811606671259705,0.2105911499711504,1.817413377092488,-1.324179276497305,0.7788007830714049,75,80,6500,1678345.46108813,13688.70356021601
350,3.5,0,0,6371988.302737816,0,0,-6.592088180212298,988.3027378162369,-6.592088180212298,0,0,-9.816927280919574,9.816927280919574,0,0,-1.782628131858279,1.782628131858279,0.181587179047668,0.2050319985731223,1.821486695616761,-1.320105957973032,0.7788007830714049,75,80,6500,1677695.46108813,14101.49020528427
